school,size,sector,pracad,disclim,himinty,meanses,pupil,minority,sex,ses,mathach
s2277,773,Catholic,0.67,-0.725,1,-0.756,p863,Yes,Female,-0.858,14.231
s2277,773,Catholic,0.67,-0.725,1,-0.756,p864,Yes,Female,-1.078,8.338
s2277,773,Catholic,0.67,-0.725,1,-0.756,p865,Yes,Female,-1.028,18.592
s2277,773,Catholic,0.67,-0.725,1,-0.756,p866,No,Female,-1.328,14.476
s2277,773,Catholic,0.67,-0.725,1,-0.756,p867,Yes,Female,-0.298,11.975
s2277,773,Catholic,0.67,-0.725,1,-0.756,p868,No,Female,-1.008,10.967
s2277,773,Catholic,0.67,-0.725,1,-0.756,p869,Yes,Female,-1.808,22.731
s2277,773,Catholic,0.67,-0.725,1,-0.756,p870,No,Female,-1.448,9.048
s2277,773,Catholic,0.67,-0.725,1,-0.756,p871,No,Female,-0.118,2.837
s2277,773,Catholic,0.67,-0.725,1,-0.756,p872,Yes,Female,-1.138,21.723
s2277,773,Catholic,0.67,-0.725,1,-0.756,p873,Yes,Female,-1.388,5.467
s2277,773,Catholic,0.67,-0.725,1,-0.756,p874,Yes,Female,-1.318,6.18
s2305,485,Catholic,0.69,-1.382,1,-0.622,p875,Yes,Female,-0.738,16.405
s2305,485,Catholic,0.69,-1.382,1,-0.622,p876,Yes,Female,-1.178,12.823
s2305,485,Catholic,0.69,-1.382,1,-0.622,p877,Yes,Female,-0.308,15.256
s2305,485,Catholic,0.69,-1.382,1,-0.622,p878,Yes,Female,-0.358,12.746
s2305,485,Catholic,0.69,-1.382,1,-0.622,p879,Yes,Female,-1.518,10.246
s2305,485,Catholic,0.69,-1.382,1,-0.622,p880,Yes,Female,-0.518,8.94
s2305,485,Catholic,0.69,-1.382,1,-0.622,p881,Yes,Female,-0.368,-1.005
s2305,485,Catholic,0.69,-1.382,1,-0.622,p882,Yes,Female,-0.228,17.401
s2305,485,Catholic,0.69,-1.382,1,-0.622,p883,Yes,Female,0.102,15.192
s2305,485,Catholic,0.69,-1.382,1,-0.622,p884,Yes,Female,0.052,16.174
s2305,485,Catholic,0.69,-1.382,1,-0.622,p885,Yes,Female,-0.148,12.433
s2305,485,Catholic,0.69,-1.382,1,-0.622,p886,Yes,Female,-0.528,16.331
s2305,485,Catholic,0.69,-1.382,1,-0.622,p887,Yes,Female,-0.648,6.51
s2305,485,Catholic,0.69,-1.382,1,-0.622,p888,Yes,Female,-0.598,4.082
s2305,485,Catholic,0.69,-1.382,1,-0.622,p889,Yes,Female,-1.058,6.444
s2305,485,Catholic,0.69,-1.382,1,-0.622,p890,Yes,Female,-1.178,2.734
s2305,485,Catholic,0.69,-1.382,1,-0.622,p891,Yes,Female,-0.358,4.005
s2305,485,Catholic,0.69,-1.382,1,-0.622,p892,Yes,Female,-1.208,14.364
s2305,485,Catholic,0.69,-1.382,1,-0.622,p893,No,Female,0.162,5.624
s2305,485,Catholic,0.69,-1.382,1,-0.622,p894,Yes,Female,-1.548,11.896
s2305,485,Catholic,0.69,-1.382,1,-0.622,p895,Yes,Female,0.182,12.313
s2305,485,Catholic,0.69,-1.382,1,-0.622,p896,No,Female,-1.178,10.839
s2305,485,Catholic,0.69,-1.382,1,-0.622,p897,Yes,Female,-1.698,12.199
s2305,485,Catholic,0.69,-1.382,1,-0.622,p898,Yes,Female,-0.148,15.062
s2305,485,Catholic,0.69,-1.382,1,-0.622,p899,Yes,Female,-0.438,11.356
s2305,485,Catholic,0.69,-1.382,1,-0.622,p900,Yes,Female,-0.388,6.292
s2305,485,Catholic,0.69,-1.382,1,-0.622,p901,Yes,Female,-0.478,7.141
s2305,485,Catholic,0.69,-1.382,1,-0.622,p902,Yes,Female,0.442,10.168
s2305,485,Catholic,0.69,-1.382,1,-0.622,p903,Yes,Female,-0.598,10.567
s2305,485,Catholic,0.69,-1.382,1,-0.622,p904,Yes,Female,-0.568,12.356
s2305,485,Catholic,0.69,-1.382,1,-0.622,p905,Yes,Female,-0.058,5.074
s2305,485,Catholic,0.69,-1.382,1,-0.622,p906,No,Female,-1.088,10.581
s2305,485,Catholic,0.69,-1.382,1,-0.622,p907,Yes,Female,-1.178,13.882
s2305,485,Catholic,0.69,-1.382,1,-0.622,p908,Yes,Female,-0.468,2.095
s2305,485,Catholic,0.69,-1.382,1,-0.622,p909,Yes,Female,-0.568,15.898
s2305,485,Catholic,0.69,-1.382,1,-0.622,p910,Yes,Female,-2.138,14.09
s2305,485,Catholic,0.69,-1.382,1,-0.622,p911,Yes,Female,-1.608,11.01
s2305,485,Catholic,0.69,-1.382,1,-0.622,p912,Yes,Female,-0.708,6.407
s2305,485,Catholic,0.69,-1.382,1,-0.622,p913,Yes,Female,-0.008,2.079
s2305,485,Catholic,0.69,-1.382,1,-0.622,p914,Yes,Female,-0.858,13.632
s2305,485,Catholic,0.69,-1.382,1,-0.622,p915,Yes,Female,-0.838,15.303
s2305,485,Catholic,0.69,-1.382,1,-0.622,p916,Yes,Female,-0.438,10.264
s2305,485,Catholic,0.69,-1.382,1,-0.622,p917,Yes,Female,-0.888,10.004
s2305,485,Catholic,0.69,-1.382,1,-0.622,p918,Yes,Female,-0.338,15.857
s2305,485,Catholic,0.69,-1.382,1,-0.622,p919,Yes,Female,-1.288,18.534
s2305,485,Catholic,0.69,-1.382,1,-0.622,p920,Yes,Female,0.202,10.927
s2305,485,Catholic,0.69,-1.382,1,-0.622,p921,Yes,Female,1.242,9.318
s2305,485,Catholic,0.69,-1.382,1,-0.622,p922,Yes,Female,-0.778,9.917
s2305,485,Catholic,0.69,-1.382,1,-0.622,p923,Yes,Female,0.122,6.727
s2305,485,Catholic,0.69,-1.382,1,-0.622,p924,Yes,Female,-1.458,14.901
s2305,485,Catholic,0.69,-1.382,1,-0.622,p925,Yes,Female,-1.928,13.344
s2305,485,Catholic,0.69,-1.382,1,-0.622,p926,Yes,Female,-1.128,16.557
s2305,485,Catholic,0.69,-1.382,1,-0.622,p927,Yes,Female,-0.588,14.038
s2305,485,Catholic,0.69,-1.382,1,-0.622,p928,Yes,Female,-1.038,10.067
s2305,485,Catholic,0.69,-1.382,1,-0.622,p929,Yes,Female,-1.028,10.743
s2305,485,Catholic,0.69,-1.382,1,-0.622,p930,Yes,Female,-0.708,21.352
s2305,485,Catholic,0.69,-1.382,1,-0.622,p931,Yes,Female,-0.038,11.658
s2305,485,Catholic,0.69,-1.382,1,-0.622,p932,Yes,Female,-1.378,17.251
s2305,485,Catholic,0.69,-1.382,1,-0.622,p933,Yes,Female,1.192,16.406
s2305,485,Catholic,0.69,-1.382,1,-0.622,p934,Yes,Female,0.402,14.009
s2305,485,Catholic,0.69,-1.382,1,-0.622,p935,Yes,Female,-1.158,7.594
s2305,485,Catholic,0.69,-1.382,1,-0.622,p936,Yes,Female,-0.938,-0.602
s2305,485,Catholic,0.69,-1.382,1,-0.622,p937,Yes,Female,-0.768,-0.928
s2305,485,Catholic,0.69,-1.382,1,-0.622,p938,Yes,Female,-0.348,14.558
s2305,485,Catholic,0.69,-1.382,1,-0.622,p939,Yes,Female,-0.078,11.596
s2305,485,Catholic,0.69,-1.382,1,-0.622,p940,Yes,Female,-1.098,15.085
s2305,485,Catholic,0.69,-1.382,1,-0.622,p941,Yes,Female,-1.268,20.108
s2336,1523,Public,0.63,0.156,0,0.448,p942,No,Male,-0.228,24.404
s2336,1523,Public,0.63,0.156,0,0.448,p943,No,Male,1.132,23.744
s2336,1523,Public,0.63,0.156,0,0.448,p944,No,Female,0.502,17.563
s2336,1523,Public,0.63,0.156,0,0.448,p945,No,Male,0.962,23.696
s2336,1523,Public,0.63,0.156,0,0.448,p946,No,Male,0.942,24.344
s2336,1523,Public,0.63,0.156,0,0.448,p947,No,Female,1.012,14.767
s2336,1523,Public,0.63,0.156,0,0.448,p948,No,Male,0.602,18.836
s2336,1523,Public,0.63,0.156,0,0.448,p949,No,Female,0.532,4.472
s2336,1523,Public,0.63,0.156,0,0.448,p950,No,Female,0.722,20.346
s2336,1523,Public,0.63,0.156,0,0.448,p951,No,Male,1.282,6.92
s2336,1523,Public,0.63,0.156,0,0.448,p952,No,Male,0.492,24.993
s2336,1523,Public,0.63,0.156,0,0.448,p953,No,Female,0.972,20.255
s2336,1523,Public,0.63,0.156,0,0.448,p954,No,Male,0.522,13.082
s2336,1523,Public,0.63,0.156,0,0.448,p955,No,Female,0.912,21.774
s2336,1523,Public,0.63,0.156,0,0.448,p956,No,Female,1.072,19.484
s2336,1523,Public,0.63,0.156,0,0.448,p957,No,Male,0.412,8.572
s2336,1523,Public,0.63,0.156,0,0.448,p958,No,Male,-0.798,21.206
s2336,1523,Public,0.63,0.156,0,0.448,p959,No,Male,1.072,21.218
s2336,1523,Public,0.63,0.156,0,0.448,p960,No,Female,1.092,18.736
s2336,1523,Public,0.63,0.156,0,0.448,p961,No,Male,0.292,9.294
s2336,1523,Public,0.63,0.156,0,0.448,p962,No,Male,0.922,4.807
s2336,1523,Public,0.63,0.156,0,0.448,p963,No,Female,0.842,17.54
s2336,1523,Public,0.63,0.156,0,0.448,p964,Yes,Female,0.452,13.669
s2336,1523,Public,0.63,0.156,0,0.448,p965,No,Female,0.082,20.389
s2336,1523,Public,0.63,0.156,0,0.448,p966,No,Male,0.912,23.188
s2336,1523,Public,0.63,0.156,0,0.448,p967,No,Male,-0.218,13.853
s2336,1523,Public,0.63,0.156,0,0.448,p968,No,Male,0.352,21.435
s2336,1523,Public,0.63,0.156,0,0.448,p969,No,Female,-0.918,11.351
s2336,1523,Public,0.63,0.156,0,0.448,p970,No,Female,-0.158,21.085
s2336,1523,Public,0.63,0.156,0,0.448,p971,No,Male,0.452,21.185
s2336,1523,Public,0.63,0.156,0,0.448,p972,No,Female,-0.258,10.038
s2336,1523,Public,0.63,0.156,0,0.448,p973,No,Female,1.392,17.242
s2336,1523,Public,0.63,0.156,0,0.448,p974,No,Male,1.392,11.655
s2336,1523,Public,0.63,0.156,0,0.448,p975,No,Male,0.422,15.076
s2336,1523,Public,0.63,0.156,0,0.448,p976,No,Male,0.662,10.529
s2336,1523,Public,0.63,0.156,0,0.448,p977,No,Female,-0.138,10.951
s2336,1523,Public,0.63,0.156,0,0.448,p978,No,Female,1.072,18.487
s2336,1523,Public,0.63,0.156,0,0.448,p979,No,Male,0.922,14.499
s2336,1523,Public,0.63,0.156,0,0.448,p980,No,Male,0.652,22.12
s2336,1523,Public,0.63,0.156,0,0.448,p981,No,Female,-0.428,12.356
s2336,1523,Public,0.63,0.156,0,0.448,p982,No,Female,-0.858,11.23
s2336,1523,Public,0.63,0.156,0,0.448,p983,No,Female,0.072,6.902
s2336,1523,Public,0.63,0.156,0,0.448,p984,No,Male,-0.078,18.254
s2336,1523,Public,0.63,0.156,0,0.448,p985,No,Male,1.172,22.901
s2336,1523,Public,0.63,0.156,0,0.448,p986,No,Female,-0.638,11.571
s2336,1523,Public,0.63,0.156,0,0.448,p987,No,Female,-0.098,24.993
s2336,1523,Public,0.63,0.156,0,0.448,p988,No,Male,-0.728,11.32
s2458,545,Catholic,0.89,-1.484,1,0.234,p989,No,Female,-0.048,21.403
s2458,545,Catholic,0.89,-1.484,1,0.234,p990,No,Female,1.302,14.005
s2458,545,Catholic,0.89,-1.484,1,0.234,p991,No,Female,0.402,19.153
s2458,545,Catholic,0.89,-1.484,1,0.234,p992,Yes,Female,-1.058,7.814
s2458,545,Catholic,0.89,-1.484,1,0.234,p993,Yes,Female,-0.178,9.829
s2458,545,Catholic,0.89,-1.484,1,0.234,p994,Yes,Female,0.232,22.631
s2458,545,Catholic,0.89,-1.484,1,0.234,p995,No,Female,0.312,23.044
s2458,545,Catholic,0.89,-1.484,1,0.234,p996,Yes,Female,0.852,22.743
s2458,545,Catholic,0.89,-1.484,1,0.234,p997,Yes,Female,0.262,17.205
s2458,545,Catholic,0.89,-1.484,1,0.234,p998,Yes,Female,0.052,12.071
s2458,545,Catholic,0.89,-1.484,1,0.234,p999,Yes,Female,-0.468,19.161
s2458,545,Catholic,0.89,-1.484,1,0.234,p1000,Yes,Female,-0.268,12.332
s2458,545,Catholic,0.89,-1.484,1,0.234,p1001,No,Female,1.512,22.681
s2458,545,Catholic,0.89,-1.484,1,0.234,p1002,Yes,Female,0.182,4.928
s2458,545,Catholic,0.89,-1.484,1,0.234,p1003,Yes,Female,0.242,9.142
s2458,545,Catholic,0.89,-1.484,1,0.234,p1004,No,Female,1.072,24.488
s2458,545,Catholic,0.89,-1.484,1,0.234,p1005,Yes,Female,1.172,13.666
s2458,545,Catholic,0.89,-1.484,1,0.234,p1006,No,Female,1.082,21.451
s2458,545,Catholic,0.89,-1.484,1,0.234,p1007,Yes,Female,-0.068,5.52
s2458,545,Catholic,0.89,-1.484,1,0.234,p1008,Yes,Female,1.122,9.09
s2458,545,Catholic,0.89,-1.484,1,0.234,p1009,Yes,Female,-0.218,21.299
s2458,545,Catholic,0.89,-1.484,1,0.234,p1010,Yes,Female,0.192,9.922
s2458,545,Catholic,0.89,-1.484,1,0.234,p1011,Yes,Female,0.062,17.666
s2458,545,Catholic,0.89,-1.484,1,0.234,p1012,Yes,Female,0.322,13.095
s2458,545,Catholic,0.89,-1.484,1,0.234,p1013,Yes,Female,-0.448,8.387
s2458,545,Catholic,0.89,-1.484,1,0.234,p1014,Yes,Female,0.842,20.21
s2458,545,Catholic,0.89,-1.484,1,0.234,p1015,Yes,Female,-0.938,8.056
s2458,545,Catholic,0.89,-1.484,1,0.234,p1016,Yes,Female,0.332,23.534
s2458,545,Catholic,0.89,-1.484,1,0.234,p1017,No,Female,1.342,15.496
s2458,545,Catholic,0.89,-1.484,1,0.234,p1018,Yes,Female,-0.958,5.215
s2458,545,Catholic,0.89,-1.484,1,0.234,p1019,Yes,Female,-0.888,13.879
s2458,545,Catholic,0.89,-1.484,1,0.234,p1020,No,Female,0.192,6.952
s2458,545,Catholic,0.89,-1.484,1,0.234,p1021,No,Female,0.872,11.466
s2458,545,Catholic,0.89,-1.484,1,0.234,p1022,No,Female,0.772,9.49
s2458,545,Catholic,0.89,-1.484,1,0.234,p1023,No,Female,0.422,22.466
s2458,545,Catholic,0.89,-1.484,1,0.234,p1024,Yes,Female,1.102,15.287
s2458,545,Catholic,0.89,-1.484,1,0.234,p1025,Yes,Female,-0.558,5.36
s2458,545,Catholic,0.89,-1.484,1,0.234,p1026,Yes,Female,0.142,2.454
s2458,545,Catholic,0.89,-1.484,1,0.234,p1027,No,Female,0.502,20.689
s2458,545,Catholic,0.89,-1.484,1,0.234,p1028,No,Female,0.722,18.814
s2458,545,Catholic,0.89,-1.484,1,0.234,p1029,Yes,Female,0.012,16.793
s2458,545,Catholic,0.89,-1.484,1,0.234,p1030,Yes,Female,0.022,10.621
s2458,545,Catholic,0.89,-1.484,1,0.234,p1031,No,Female,0.052,10.138
s2458,545,Catholic,0.89,-1.484,1,0.234,p1032,Yes,Female,-0.888,11.333
s2458,545,Catholic,0.89,-1.484,1,0.234,p1033,No,Female,-0.828,10.352
s2458,545,Catholic,0.89,-1.484,1,0.234,p1034,No,Female,0.382,19.322
s2458,545,Catholic,0.89,-1.484,1,0.234,p1035,Yes,Female,0.272,6.451
s2458,545,Catholic,0.89,-1.484,1,0.234,p1036,Yes,Female,-0.728,16.445
s2458,545,Catholic,0.89,-1.484,1,0.234,p1037,No,Female,1.092,13.071
s2458,545,Catholic,0.89,-1.484,1,0.234,p1038,Yes,Female,0.302,15.096
s2458,545,Catholic,0.89,-1.484,1,0.234,p1039,No,Female,0.512,9.018
s2458,545,Catholic,0.89,-1.484,1,0.234,p1040,No,Female,0.462,10.278
s2458,545,Catholic,0.89,-1.484,1,0.234,p1041,Yes,Female,1.022,11.406
s2458,545,Catholic,0.89,-1.484,1,0.234,p1042,Yes,Female,-0.048,21.186
s2458,545,Catholic,0.89,-1.484,1,0.234,p1043,No,Female,0.312,12.293
s2458,545,Catholic,0.89,-1.484,1,0.234,p1044,Yes,Female,-0.918,11.96
s2458,545,Catholic,0.89,-1.484,1,0.234,p1045,No,Female,0.432,9.327
s2467,488,Public,0.23,0.207,0,-0.324,p1046,No,Female,-1.388,7.278
s2467,488,Public,0.23,0.207,0,-0.324,p1047,No,Male,-0.848,10.811
s2467,488,Public,0.23,0.207,0,-0.324,p1048,No,Female,-0.308,10.838
s2467,488,Public,0.23,0.207,0,-0.324,p1049,No,Male,-0.358,15.614
s2467,488,Public,0.23,0.207,0,-0.324,p1050,No,Female,-0.648,0.462
s2467,488,Public,0.23,0.207,0,-0.324,p1051,No,Female,0.382,23.126
s2467,488,Public,0.23,0.207,0,-0.324,p1052,No,Female,-0.108,0.436
s2467,488,Public,0.23,0.207,0,-0.324,p1053,No,Male,-0.458,20.276
s2467,488,Public,0.23,0.207,0,-0.324,p1054,No,Male,0.702,11.854
s2467,488,Public,0.23,0.207,0,-0.324,p1055,No,Female,-0.428,11.796
s2467,488,Public,0.23,0.207,0,-0.324,p1056,No,Female,-1.158,6.681
s2467,488,Public,0.23,0.207,0,-0.324,p1057,No,Female,-0.138,14.965
s2467,488,Public,0.23,0.207,0,-0.324,p1058,No,Female,-0.598,19.048
s2467,488,Public,0.23,0.207,0,-0.324,p1059,No,Male,-0.018,-0.15
s2467,488,Public,0.23,0.207,0,-0.324,p1060,No,Male,-0.298,5.794
s2467,488,Public,0.23,0.207,0,-0.324,p1061,No,Male,-0.808,7.854
s2467,488,Public,0.23,0.207,0,-0.324,p1062,No,Female,-0.278,13.718
s2467,488,Public,0.23,0.207,0,-0.324,p1063,No,Male,-1.018,5.509
s2467,488,Public,0.23,0.207,0,-0.324,p1064,No,Male,0.272,23.294
s2467,488,Public,0.23,0.207,0,-0.324,p1065,No,Male,0.542,-2.422
s2467,488,Public,0.23,0.207,0,-0.324,p1066,No,Male,-0.348,17.691
s2467,488,Public,0.23,0.207,0,-0.324,p1067,No,Male,-0.678,3.031
s2467,488,Public,0.23,0.207,0,-0.324,p1068,No,Male,-0.748,9.067
s2467,488,Public,0.23,0.207,0,-0.324,p1069,No,Female,-0.218,17.59
s2467,488,Public,0.23,0.207,0,-0.324,p1070,No,Female,0.532,16.866
s2467,488,Public,0.23,0.207,0,-0.324,p1071,No,Female,-0.798,2.851
s2467,488,Public,0.23,0.207,0,-0.324,p1072,No,Male,0.402,7.268
s2467,488,Public,0.23,0.207,0,-0.324,p1073,No,Male,-0.478,14.486
s2467,488,Public,0.23,0.207,0,-0.324,p1074,No,Female,-0.588,24.012
s2467,488,Public,0.23,0.207,0,-0.324,p1075,No,Male,-0.308,7.056
s2467,488,Public,0.23,0.207,0,-0.324,p1076,No,Female,-0.358,12.031
s2467,488,Public,0.23,0.207,0,-0.324,p1077,No,Male,0.122,7.003
s2467,488,Public,0.23,0.207,0,-0.324,p1078,No,Female,-0.658,7.262
s2467,488,Public,0.23,0.207,0,-0.324,p1079,No,Male,-0.658,14.525
s2467,488,Public,0.23,0.207,0,-0.324,p1080,No,Female,-0.598,4.076
s2467,488,Public,0.23,0.207,0,-0.324,p1081,No,Female,-0.908,5.191
s2467,488,Public,0.23,0.207,0,-0.324,p1082,No,Male,0.282,16.51
s2467,488,Public,0.23,0.207,0,-0.324,p1083,No,Male,1.022,17.246
s2467,488,Public,0.23,0.207,0,-0.324,p1084,No,Male,-1.068,3.678
s2467,488,Public,0.23,0.207,0,-0.324,p1085,No,Male,0.062,0.861
s2467,488,Public,0.23,0.207,0,-0.324,p1086,No,Male,-1.368,-0.26
s2467,488,Public,0.23,0.207,0,-0.324,p1087,No,Male,-0.248,14.484
s2467,488,Public,0.23,0.207,0,-0.324,p1088,No,Female,-0.118,10.623
s2467,488,Public,0.23,0.207,0,-0.324,p1089,No,Female,-0.158,2.669
s2467,488,Public,0.23,0.207,0,-0.324,p1090,No,Male,-0.528,18.706
s2467,488,Public,0.23,0.207,0,-0.324,p1091,No,Female,-0.208,9.273
s2467,488,Public,0.23,0.207,0,-0.324,p1092,No,Female,-0.308,19.114
s2467,488,Public,0.23,0.207,0,-0.324,p1093,No,Female,0.212,8.125
s2467,488,Public,0.23,0.207,0,-0.324,p1094,No,Male,0.062,6.415
s2467,488,Public,0.23,0.207,0,-0.324,p1095,No,Female,-0.678,13.456
s2467,488,Public,0.23,0.207,0,-0.324,p1096,No,Female,-0.618,4.667
s2467,488,Public,0.23,0.207,0,-0.324,p1097,No,Female,-0.238,5.316
s2526,572,Catholic,0.97,-2.154,0,0.333,p1098,No,Female,-0.528,19.112
s2526,572,Catholic,0.97,-2.154,0,0.333,p1099,No,Female,0.522,16.9
s2526,572,Catholic,0.97,-2.154,0,0.333,p1100,No,Female,0.692,19.698
s2526,572,Catholic,0.97,-2.154,0,0.333,p1101,No,Female,0.412,17.776
s2526,572,Catholic,0.97,-2.154,0,0.333,p1102,No,Female,0.852,20.733
s2526,572,Catholic,0.97,-2.154,0,0.333,p1103,No,Female,0.752,10.941
s2526,572,Catholic,0.97,-2.154,0,0.333,p1104,No,Female,1.222,18.86
s2526,572,Catholic,0.97,-2.154,0,0.333,p1105,No,Female,0.172,18.392
s2526,572,Catholic,0.97,-2.154,0,0.333,p1106,No,Female,-0.668,12.087
s2526,572,Catholic,0.97,-2.154,0,0.333,p1107,No,Female,-0.258,16.605
s2526,572,Catholic,0.97,-2.154,0,0.333,p1108,No,Female,-0.028,12.09
s2526,572,Catholic,0.97,-2.154,0,0.333,p1109,No,Female,1.122,24.993
s2526,572,Catholic,0.97,-2.154,0,0.333,p1110,No,Female,0.632,21.453
s2526,572,Catholic,0.97,-2.154,0,0.333,p1111,No,Female,-0.358,17.178
s2526,572,Catholic,0.97,-2.154,0,0.333,p1112,No,Female,-0.118,19.963
s2526,572,Catholic,0.97,-2.154,0,0.333,p1113,No,Female,0.142,16.036
s2526,572,Catholic,0.97,-2.154,0,0.333,p1114,No,Female,1.122,18.227
s2526,572,Catholic,0.97,-2.154,0,0.333,p1115,No,Female,-0.588,22.412
s2526,572,Catholic,0.97,-2.154,0,0.333,p1116,No,Female,0.842,17.262
s2526,572,Catholic,0.97,-2.154,0,0.333,p1117,No,Female,-0.188,12.712
s2526,572,Catholic,0.97,-2.154,0,0.333,p1118,No,Female,0.232,22.841
s2526,572,Catholic,0.97,-2.154,0,0.333,p1119,No,Female,-0.168,22.437
s2526,572,Catholic,0.97,-2.154,0,0.333,p1120,No,Female,1.512,17.212
s2526,572,Catholic,0.97,-2.154,0,0.333,p1121,No,Female,-0.298,11.594
s2526,572,Catholic,0.97,-2.154,0,0.333,p1122,No,Female,0.812,17.008
s2526,572,Catholic,0.97,-2.154,0,0.333,p1123,No,Female,-0.008,13.369
s2526,572,Catholic,0.97,-2.154,0,0.333,p1124,No,Female,0.032,19.47
s2526,572,Catholic,0.97,-2.154,0,0.333,p1125,No,Female,1.212,17.064
s2526,572,Catholic,0.97,-2.154,0,0.333,p1126,No,Female,-0.348,21.537
s2526,572,Catholic,0.97,-2.154,0,0.333,p1127,No,Female,0.212,11.453
s2526,572,Catholic,0.97,-2.154,0,0.333,p1128,No,Female,1.292,12.838
s2526,572,Catholic,0.97,-2.154,0,0.333,p1129,No,Female,0.532,10.81
s2526,572,Catholic,0.97,-2.154,0,0.333,p1130,No,Female,0.262,16.602
s2526,572,Catholic,0.97,-2.154,0,0.333,p1131,No,Female,0.512,22.387
s2526,572,Catholic,0.97,-2.154,0,0.333,p1132,No,Female,0.202,9.628
s2526,572,Catholic,0.97,-2.154,0,0.333,p1133,No,Female,0.552,14.569
s2526,572,Catholic,0.97,-2.154,0,0.333,p1134,No,Female,0.352,22.381
s2526,572,Catholic,0.97,-2.154,0,0.333,p1135,No,Female,-0.258,17.491
s2526,572,Catholic,0.97,-2.154,0,0.333,p1136,No,Female,-0.428,20.592
s2526,572,Catholic,0.97,-2.154,0,0.333,p1137,No,Female,1.262,11.739
s2526,572,Catholic,0.97,-2.154,0,0.333,p1138,No,Female,-1.168,19.698
s2526,572,Catholic,0.97,-2.154,0,0.333,p1139,No,Female,-0.408,15.184
s2526,572,Catholic,0.97,-2.154,0,0.333,p1140,No,Female,0.472,18.236
s2526,572,Catholic,0.97,-2.154,0,0.333,p1141,No,Female,0.492,2.81
s2526,572,Catholic,0.97,-2.154,0,0.333,p1142,No,Female,1.152,23.59
s2526,572,Catholic,0.97,-2.154,0,0.333,p1143,No,Female,0.702,24.247
s2526,572,Catholic,0.97,-2.154,0,0.333,p1144,No,Female,0.842,22.039
s2526,572,Catholic,0.97,-2.154,0,0.333,p1145,No,Female,0.192,22.541
s2526,572,Catholic,0.97,-2.154,0,0.333,p1146,No,Female,0.932,12.738
s2526,572,Catholic,0.97,-2.154,0,0.333,p1147,No,Female,0.422,18.77
s2526,572,Catholic,0.97,-2.154,0,0.333,p1148,No,Female,0.762,9.843
s2526,572,Catholic,0.97,-2.154,0,0.333,p1149,No,Female,0.562,11.436
s2526,572,Catholic,0.97,-2.154,0,0.333,p1150,No,Female,0.802,12.841
s2526,572,Catholic,0.97,-2.154,0,0.333,p1151,No,Female,1.022,22.354
s2526,572,Catholic,0.97,-2.154,0,0.333,p1152,No,Female,-0.228,20.372
s2526,572,Catholic,0.97,-2.154,0,0.333,p1153,No,Female,-0.708,7.359
s2526,572,Catholic,0.97,-2.154,0,0.333,p1154,Yes,Female,-0.428,21.511
s2626,2142,Public,0.4,0.142,0,-0.059,p1155,No,Female,0.492,11.331
s2626,2142,Public,0.4,0.142,0,-0.059,p1156,No,Male,0.552,18.24
s2626,2142,Public,0.4,0.142,0,-0.059,p1157,No,Female,-0.948,6.624
s2626,2142,Public,0.4,0.142,0,-0.059,p1158,No,Female,-0.428,12.141
s2626,2142,Public,0.4,0.142,0,-0.059,p1159,No,Female,0.112,15.039
s2626,2142,Public,0.4,0.142,0,-0.059,p1160,No,Male,-0.948,14.276
s2626,2142,Public,0.4,0.142,0,-0.059,p1161,No,Male,-0.028,24.993
s2626,2142,Public,0.4,0.142,0,-0.059,p1162,No,Female,0.822,21.004
s2626,2142,Public,0.4,0.142,0,-0.059,p1163,No,Male,-0.128,7.775
s2626,2142,Public,0.4,0.142,0,-0.059,p1164,No,Male,0.772,9.463
s2626,2142,Public,0.4,0.142,0,-0.059,p1165,No,Female,0.062,10.274
s2626,2142,Public,0.4,0.142,0,-0.059,p1166,No,Male,-1.548,17.489
s2626,2142,Public,0.4,0.142,0,-0.059,p1167,No,Female,-0.448,10.35
s2626,2142,Public,0.4,0.142,0,-0.059,p1168,No,Male,-0.168,23.7
s2626,2142,Public,0.4,0.142,0,-0.059,p1169,No,Female,-1.308,-2.544
s2626,2142,Public,0.4,0.142,0,-0.059,p1170,No,Female,-0.138,11.136
s2626,2142,Public,0.4,0.142,0,-0.059,p1171,No,Female,0.312,9.414
s2626,2142,Public,0.4,0.142,0,-0.059,p1172,No,Male,0.702,18.085
s2626,2142,Public,0.4,0.142,0,-0.059,p1173,No,Male,-0.098,15.991
s2626,2142,Public,0.4,0.142,0,-0.059,p1174,No,Male,0.122,10.53
s2626,2142,Public,0.4,0.142,0,-0.059,p1175,No,Male,0.062,11.221
s2626,2142,Public,0.4,0.142,0,-0.059,p1176,No,Male,0.892,24.812
s2626,2142,Public,0.4,0.142,0,-0.059,p1177,No,Female,-0.118,13.897
s2626,2142,Public,0.4,0.142,0,-0.059,p1178,No,Female,-0.688,2.57
s2626,2142,Public,0.4,0.142,0,-0.059,p1179,No,Male,-0.708,10.167
s2626,2142,Public,0.4,0.142,0,-0.059,p1180,No,Female,0.072,15.783
s2626,2142,Public,0.4,0.142,0,-0.059,p1181,No,Female,0.012,15.397
s2626,2142,Public,0.4,0.142,0,-0.059,p1182,No,Female,-0.098,17.411
s2626,2142,Public,0.4,0.142,0,-0.059,p1183,No,Male,0.062,6.759
s2626,2142,Public,0.4,0.142,0,-0.059,p1184,No,Female,-0.258,17.917
